filename,pred_class,confidence,top3_classes
00055.jpg,image_denoising,0.73712557554245,"[('image_denoising', 0.73712557554245), ('jpeg2000_compression', 0.15684866905212402), ('gaussian_blur', 0.06468384712934494)]"
00058.jpg,non_eccentricity_pattern_noise,0.991923987865448,"[('non_eccentricity_pattern_noise', 0.991923987865448), ('mean shift', 0.0055716256611049175), ('jpeg_transmission_errors', 0.0017653713002800941)]"
00059.jpg,contrast_change,0.476812481880188,"[('contrast_change', 0.476812481880188), ('jpeg2000_transmission_errors', 0.3768354058265686), ('quantization_noise', 0.11192179471254349)]"
00060.jpg,change of color saturation,0.9931749701499939,"[('change of color saturation', 0.9931749701499939), ('contrast_change', 0.006658236961811781), ('sparse_sampling_and_reconstruction', 9.543257328914478e-05)]"
00062.jpg,contrast_change,0.9267874360084534,"[('contrast_change', 0.9267874360084534), ('mean shift', 0.05161185935139656), ('gaussian_blur', 0.015774162486195564)]"
00063.jpg,contrast_change,0.9847534894943237,"[('contrast_change', 0.9847534894943237), ('mean shift', 0.007610959932208061), ('quantization_noise', 0.007517412770539522)]"
00064.jpg,gaussian_blur,0.9950684309005737,"[('gaussian_blur', 0.9950684309005737), ('image_denoising', 0.004836768377572298), ('chromatic_aberrations', 5.625766789307818e-05)]"
00065.jpg,gaussian_blur,0.9999464750289917,"[('gaussian_blur', 0.9999464750289917), ('image_denoising', 2.288608629896771e-05), ('sparse_sampling_and_reconstruction', 1.12845009425655e-05)]"
00068.jpg,gaussian_blur,0.9965998530387878,"[('gaussian_blur', 0.9965998530387878), ('jpeg2000_compression', 0.0015029017813503742), ('sparse_sampling_and_reconstruction', 0.0012485769111663103)]"
00071.jpg,non_eccentricity_pattern_noise,0.9939980506896973,"[('non_eccentricity_pattern_noise', 0.9939980506896973), ('contrast_change', 0.0035176523961126804), ('jpeg2000_transmission_errors', 0.001029943348839879)]"
00072.jpg,gaussian_blur,0.8623030185699463,"[('gaussian_blur', 0.8623030185699463), ('image_denoising', 0.1367056965827942), ('jpeg2000_compression', 0.0003432846278883517)]"
00073.jpg,jpeg2000_transmission_errors,0.810951828956604,"[('jpeg2000_transmission_errors', 0.810951828956604), ('color_quantization_with_dithering', 0.18664026260375977), ('contrast_change', 0.002058492973446846)]"
00074.jpg,sparse_sampling_and_reconstruction,0.6704092025756836,"[('sparse_sampling_and_reconstruction', 0.6704092025756836), ('change of color saturation', 0.30670323967933655), ('contrast_change', 0.012026689015328884)]"
00075.jpg,non_eccentricity_pattern_noise,0.9872151613235474,"[('non_eccentricity_pattern_noise', 0.9872151613235474), ('mean shift', 0.008108893409371376), ('contrast_change', 0.003798644756898284)]"
00076.jpg,gaussian_blur,0.9585224390029907,"[('gaussian_blur', 0.9585224390029907), ('image_denoising', 0.04118425399065018), ('chromatic_aberrations', 0.0002048694877885282)]"
00077.jpg,mean shift,0.9609410762786865,"[('mean shift', 0.9609410762786865), ('chromatic_aberrations', 0.019954396411776543), ('contrast_change', 0.01761646196246147)]"
00079.jpg,gaussian_blur,0.9985241293907166,"[('gaussian_blur', 0.9985241293907166), ('sparse_sampling_and_reconstruction', 0.0013469543773680925), ('jpeg2000_compression', 0.00010995565389748663)]"
00080.jpg,contrast_change,0.689583957195282,"[('contrast_change', 0.689583957195282), ('change of color saturation', 0.2892425060272217), ('mean shift', 0.017546622082591057)]"
00081.jpg,gaussian_blur,0.9633834958076477,"[('gaussian_blur', 0.9633834958076477), ('image_denoising', 0.0331510528922081), ('chromatic_aberrations', 0.002829677425324917)]"
00084.jpg,mean shift,0.820812463760376,"[('mean shift', 0.820812463760376), ('contrast_change', 0.1656363159418106), ('change of color saturation', 0.012431541457772255)]"
00085.jpg,gaussian_blur,0.9991744160652161,"[('gaussian_blur', 0.9991744160652161), ('image_denoising', 0.0007228934555314481), ('chromatic_aberrations', 5.161671288078651e-05)]"
00086.jpg,non_eccentricity_pattern_noise,0.8773711919784546,"[('non_eccentricity_pattern_noise', 0.8773711919784546), ('mean shift', 0.08219171315431595), ('contrast_change', 0.03881638124585152)]"
00092.jpg,change of color saturation,0.9896440505981445,"[('change of color saturation', 0.9896440505981445), ('jpeg_transmission_errors', 0.010323623195290565), ('sparse_sampling_and_reconstruction', 9.432676961296238e-06)]"
00093.jpg,chromatic_aberrations,0.862997829914093,"[('chromatic_aberrations', 0.862997829914093), ('image_denoising', 0.0456312857568264), ('mean shift', 0.04062660411000252)]"
00094.jpg,gaussian_blur,0.9538816809654236,"[('gaussian_blur', 0.9538816809654236), ('mean shift', 0.037691038101911545), ('chromatic_aberrations', 0.004316440783441067)]"
00095.jpg,change of color saturation,0.9992281198501587,"[('change of color saturation', 0.9992281198501587), ('jpeg_compression', 0.00039727878174744546), ('jpeg_transmission_errors', 0.0002538433764129877)]"
00096.jpg,jpeg_transmission_errors,0.550464391708374,"[('jpeg_transmission_errors', 0.550464391708374), ('non_eccentricity_pattern_noise', 0.3585398495197296), ('mean shift', 0.046595118939876556)]"
00098.jpg,contrast_change,0.9225038290023804,"[('contrast_change', 0.9225038290023804), ('mean shift', 0.04494009539484978), ('non_eccentricity_pattern_noise', 0.01813124120235443)]"
00099.jpg,quantization_noise,0.8796095252037048,"[('quantization_noise', 0.8796095252037048), ('contrast_change', 0.11174498498439789), ('non_eccentricity_pattern_noise', 0.0042150625959038734)]"
00101.jpg,spatially_correlated_noise,0.9997434020042419,"[('spatially_correlated_noise', 0.9997434020042419), ('additive_noise_in_color_components', 0.00011902423284482211), ('lossy_compression_of_color_images', 5.092567153042182e-05)]"
00102.jpg,mean shift,0.9499273300170898,"[('mean shift', 0.9499273300170898), ('contrast_change', 0.048965033143758774), ('chromatic_aberrations', 0.0005575370159931481)]"
00103.jpg,change of color saturation,0.9988176226615906,"[('change of color saturation', 0.9988176226615906), ('contrast_change', 0.000558677944354713), ('mean shift', 0.0002259373723063618)]"
00105.jpg,change of color saturation,0.9997631907463074,"[('change of color saturation', 0.9997631907463074), ('jpeg_transmission_errors', 0.00020033081818837672), ('contrast_change', 2.675360519788228e-05)]"
00107.jpg,mean shift,0.5599218606948853,"[('mean shift', 0.5599218606948853), ('contrast_change', 0.41188186407089233), ('change of color saturation', 0.0273435078561306)]"
00110.jpg,change of color saturation,0.999945878982544,"[('change of color saturation', 0.999945878982544), ('jpeg_transmission_errors', 2.4649645638419315e-05), ('contrast_change', 1.611512925592251e-05)]"
00111.jpg,contrast_change,0.5333424806594849,"[('contrast_change', 0.5333424806594849), ('chromatic_aberrations', 0.2716861665248871), ('mean shift', 0.18619439005851746)]"
00112.jpg,gaussian_blur,0.9640685319900513,"[('gaussian_blur', 0.9640685319900513), ('sparse_sampling_and_reconstruction', 0.0356118343770504), ('contrast_change', 0.0002483728458173573)]"
00113.jpg,jpeg2000_compression,0.5051671862602234,"[('jpeg2000_compression', 0.5051671862602234), ('gaussian_blur', 0.46269848942756653), ('image_denoising', 0.025408875197172165)]"
00114.jpg,sparse_sampling_and_reconstruction,0.9286527037620544,"[('sparse_sampling_and_reconstruction', 0.9286527037620544), ('jpeg_transmission_errors', 0.0694049745798111), ('jpeg2000_compression', 0.0006091858958825469)]"
00118.jpg,contrast_change,0.502521276473999,"[('contrast_change', 0.502521276473999), ('mean shift', 0.4031352400779724), ('change of color saturation', 0.0551934652030468)]"
00122.jpg,change of color saturation,0.9996968507766724,"[('change of color saturation', 0.9996968507766724), ('jpeg_transmission_errors', 0.00024234769807662815), ('mean shift', 2.0894694898743182e-05)]"
00123.jpg,gaussian_blur,0.7841330170631409,"[('gaussian_blur', 0.7841330170631409), ('image_denoising', 0.21142739057540894), ('chromatic_aberrations', 0.0031134618911892176)]"
00125.jpg,quantization_noise,0.5618199706077576,"[('quantization_noise', 0.5618199706077576), ('contrast_change', 0.43708521127700806), ('chromatic_aberrations', 0.00014137924881651998)]"
00129.jpg,quantization_noise,0.5081788301467896,"[('quantization_noise', 0.5081788301467896), ('contrast_change', 0.21312956511974335), ('mean shift', 0.1918358951807022)]"
00130.jpg,gaussian_blur,0.9995593428611755,"[('gaussian_blur', 0.9995593428611755), ('image_denoising', 0.00017851829761639237), ('sparse_sampling_and_reconstruction', 0.00011032618931494653)]"
00131.jpg,mean shift,0.6246216893196106,"[('mean shift', 0.6246216893196106), ('contrast_change', 0.37270984053611755), ('masked_noise', 0.0015759920934215188)]"
00136.jpg,contrast_change,0.5177644491195679,"[('contrast_change', 0.5177644491195679), ('gaussian_blur', 0.29291799664497375), ('sparse_sampling_and_reconstruction', 0.16028332710266113)]"
00138.jpg,non_eccentricity_pattern_noise,0.9987494945526123,"[('non_eccentricity_pattern_noise', 0.9987494945526123), ('change of color saturation', 0.0002675209252629429), ('jpeg_transmission_errors', 0.00022655802604276687)]"
00140.jpg,change of color saturation,0.9986172914505005,"[('change of color saturation', 0.9986172914505005), ('contrast_change', 0.0010339355794712901), ('sparse_sampling_and_reconstruction', 0.0002680557663552463)]"
00141.jpg,image_denoising,0.5652573704719543,"[('image_denoising', 0.5652573704719543), ('mean shift', 0.29433903098106384), ('gaussian_blur', 0.05684622749686241)]"
00142.jpg,gaussian_blur,0.9960476756095886,"[('gaussian_blur', 0.9960476756095886), ('jpeg2000_compression', 0.002568657975643873), ('image_denoising', 0.0009096605936065316)]"
00144.jpg,gaussian_blur,0.9993696808815002,"[('gaussian_blur', 0.9993696808815002), ('image_denoising', 0.0004029510891996324), ('sparse_sampling_and_reconstruction', 0.00011150793579872698)]"
00145.jpg,change of color saturation,0.9989861845970154,"[('change of color saturation', 0.9989861845970154), ('jpeg_transmission_errors', 0.00027977474383078516), ('jpeg2000_transmission_errors', 0.0002050308248726651)]"
00146.jpg,change of color saturation,0.9996583461761475,"[('change of color saturation', 0.9996583461761475), ('contrast_change', 0.00019530946156010032), ('jpeg_transmission_errors', 0.00011868031288031489)]"
00147.jpg,gaussian_blur,0.9748586416244507,"[('gaussian_blur', 0.9748586416244507), ('image_denoising', 0.024877402931451797), ('chromatic_aberrations', 0.00016800953017082065)]"
00151.jpg,gaussian_blur,0.9999418258666992,"[('gaussian_blur', 0.9999418258666992), ('image_denoising', 4.5748889533570036e-05), ('chromatic_aberrations', 5.023361154599115e-06)]"
00152.jpg,chromatic_aberrations,0.993553638458252,"[('chromatic_aberrations', 0.993553638458252), ('contrast_change', 0.0024728768039494753), ('image_denoising', 0.0014341315254569054)]"
00155.jpg,mean shift,0.38550838828086853,"[('mean shift', 0.38550838828086853), ('image_denoising', 0.18376147747039795), ('contrast_change', 0.1723577082157135)]"
00156.jpg,contrast_change,0.9923457503318787,"[('contrast_change', 0.9923457503318787), ('quantization_noise', 0.006502372212707996), ('non_eccentricity_pattern_noise', 0.0003716976207215339)]"
00158.jpg,non_eccentricity_pattern_noise,0.4509289562702179,"[('non_eccentricity_pattern_noise', 0.4509289562702179), ('mean shift', 0.15323898196220398), ('change of color saturation', 0.13776171207427979)]"
00160.jpg,gaussian_blur,0.7809931039810181,"[('gaussian_blur', 0.7809931039810181), ('contrast_change', 0.15353842079639435), ('sparse_sampling_and_reconstruction', 0.06491214036941528)]"
00161.jpg,image_denoising,0.7305180430412292,"[('image_denoising', 0.7305180430412292), ('jpeg2000_transmission_errors', 0.26586443185806274), ('chromatic_aberrations', 0.00313103967346251)]"
00162.jpg,contrast_change,0.7823044061660767,"[('contrast_change', 0.7823044061660767), ('mean shift', 0.10569451749324799), ('jpeg_transmission_errors', 0.04300092160701752)]"
00164.jpg,contrast_change,0.6125165224075317,"[('contrast_change', 0.6125165224075317), ('jpeg2000_transmission_errors', 0.37324467301368713), ('quantization_noise', 0.008507713675498962)]"
00166.jpg,mean shift,0.9930335283279419,"[('mean shift', 0.9930335283279419), ('contrast_change', 0.00677114725112915), ('chromatic_aberrations', 0.00011561276915017515)]"
00167.jpg,gaussian_blur,0.996195912361145,"[('gaussian_blur', 0.996195912361145), ('image_denoising', 0.0037320221308618784), ('chromatic_aberrations', 3.2705847843317315e-05)]"
00173.jpg,chromatic_aberrations,0.6451523900032043,"[('chromatic_aberrations', 0.6451523900032043), ('contrast_change', 0.1870114654302597), ('quantization_noise', 0.08183766156435013)]"
00175.jpg,change of color saturation,0.9986419081687927,"[('change of color saturation', 0.9986419081687927), ('mean shift', 0.000390561850508675), ('color_quantization_with_dithering', 0.00023545100702904165)]"
00181.jpg,gaussian_blur,0.9998928308486938,"[('gaussian_blur', 0.9998928308486938), ('sparse_sampling_and_reconstruction', 6.417948316084221e-05), ('jpeg2000_compression', 2.0606499674613588e-05)]"
00187.jpg,change of color saturation,0.999101996421814,"[('change of color saturation', 0.999101996421814), ('jpeg_transmission_errors', 0.0005305352970026433), ('sparse_sampling_and_reconstruction', 0.0001651117199799046)]"
00189.jpg,image_denoising,0.5395090579986572,"[('image_denoising', 0.5395090579986572), ('chromatic_aberrations', 0.4556940495967865), ('mean shift', 0.002170857507735491)]"
00191.jpg,gaussian_blur,0.610868513584137,"[('gaussian_blur', 0.610868513584137), ('image_denoising', 0.3877328932285309), ('chromatic_aberrations', 0.0012370275799185038)]"
00193.jpg,mean shift,0.9380745887756348,"[('mean shift', 0.9380745887756348), ('contrast_change', 0.05089501664042473), ('chromatic_aberrations', 0.007459485903382301)]"
00195.jpg,gaussian_blur,0.999526858329773,"[('gaussian_blur', 0.999526858329773), ('sparse_sampling_and_reconstruction', 0.0002808762656059116), ('jpeg2000_compression', 0.00013612334441859275)]"
00196.jpg,image_denoising,0.9807155132293701,"[('image_denoising', 0.9807155132293701), ('chromatic_aberrations', 0.018755074590444565), ('gaussian_blur', 0.0002443295670673251)]"
00197.jpg,quantization_noise,0.657628059387207,"[('quantization_noise', 0.657628059387207), ('contrast_change', 0.3350389301776886), ('jpeg2000_transmission_errors', 0.0037017124705016613)]"
00198.jpg,contrast_change,0.9645852446556091,"[('contrast_change', 0.9645852446556091), ('gaussian_blur', 0.024170348420739174), ('mean shift', 0.011068255640566349)]"
00201.jpg,gaussian_blur,0.9998319149017334,"[('gaussian_blur', 0.9998319149017334), ('image_denoising', 0.00011229988740524277), ('mean shift', 1.0912858670053538e-05)]"
00205.jpg,image_denoising,0.9553222060203552,"[('image_denoising', 0.9553222060203552), ('gaussian_blur', 0.024867817759513855), ('chromatic_aberrations', 0.019705042243003845)]"
00206.jpg,gaussian_blur,0.9744431376457214,"[('gaussian_blur', 0.9744431376457214), ('image_denoising', 0.022838065400719643), ('chromatic_aberrations', 0.0022084901574999094)]"
00208.jpg,change of color saturation,0.9997895359992981,"[('change of color saturation', 0.9997895359992981), ('contrast_change', 0.00014961115084588528), ('jpeg_transmission_errors', 3.681328962557018e-05)]"
00209.jpg,mean shift,0.4095558524131775,"[('mean shift', 0.4095558524131775), ('jpeg_transmission_errors', 0.3085820972919464), ('non_eccentricity_pattern_noise', 0.12162979692220688)]"
00211.jpg,change of color saturation,0.833759605884552,"[('change of color saturation', 0.833759605884552), ('jpeg2000_transmission_errors', 0.09495798498392105), ('jpeg_transmission_errors', 0.06999305635690689)]"
00212.jpg,contrast_change,0.653565526008606,"[('contrast_change', 0.653565526008606), ('quantization_noise', 0.3420811891555786), ('non_eccentricity_pattern_noise', 0.002530361758545041)]"
00213.jpg,change of color saturation,0.9773716926574707,"[('change of color saturation', 0.9773716926574707), ('contrast_change', 0.02236282080411911), ('jpeg_transmission_errors', 0.00018491830269340426)]"
00214.jpg,gaussian_blur,0.8389028310775757,"[('gaussian_blur', 0.8389028310775757), ('jpeg2000_compression', 0.11393018066883087), ('image_denoising', 0.045426711440086365)]"
00215.jpg,contrast_change,0.46767792105674744,"[('contrast_change', 0.46767792105674744), ('change of color saturation', 0.25631144642829895), ('sparse_sampling_and_reconstruction', 0.2163136601448059)]"
00217.jpg,quantization_noise,0.9969782829284668,"[('quantization_noise', 0.9969782829284668), ('contrast_change', 0.002449225867167115), ('image_denoising', 0.0003348755126353353)]"
00218.jpg,quantization_noise,0.8174154758453369,"[('quantization_noise', 0.8174154758453369), ('contrast_change', 0.17257173359394073), ('color_quantization_with_dithering', 0.006343257147818804)]"
00220.jpg,gaussian_blur,0.9937276840209961,"[('gaussian_blur', 0.9937276840209961), ('image_denoising', 0.0054683201014995575), ('chromatic_aberrations', 0.00026456042542122304)]"
00224.jpg,image_denoising,0.8655439019203186,"[('image_denoising', 0.8655439019203186), ('quantization_noise', 0.07393456250429153), ('chromatic_aberrations', 0.04505106806755066)]"
00225.jpg,contrast_change,0.9959660768508911,"[('contrast_change', 0.9959660768508911), ('mean shift', 0.001560452627018094), ('jpeg_transmission_errors', 0.0013199823442846537)]"
00226.jpg,change of color saturation,0.9996191263198853,"[('change of color saturation', 0.9996191263198853), ('mean shift', 0.0001234155206475407), ('contrast_change', 0.0001100672161555849)]"
00229.jpg,gaussian_blur,0.9810397624969482,"[('gaussian_blur', 0.9810397624969482), ('jpeg2000_compression', 0.010602890513837337), ('sparse_sampling_and_reconstruction', 0.008294516243040562)]"
00230.jpg,contrast_change,0.6280106902122498,"[('contrast_change', 0.6280106902122498), ('mean shift', 0.31626883149147034), ('quantization_noise', 0.03745583817362785)]"
00235.jpg,gaussian_blur,0.9715459942817688,"[('gaussian_blur', 0.9715459942817688), ('image_denoising', 0.028157919645309448), ('chromatic_aberrations', 0.00020632633822970092)]"
00236.jpg,contrast_change,0.912442147731781,"[('contrast_change', 0.912442147731781), ('jpeg2000_transmission_errors', 0.047362569719552994), ('non_eccentricity_pattern_noise', 0.02534153126180172)]"
00237.jpg,sparse_sampling_and_reconstruction,0.7079816460609436,"[('sparse_sampling_and_reconstruction', 0.7079816460609436), ('change of color saturation', 0.2453065663576126), ('jpeg_transmission_errors', 0.04413215443491936)]"
00238.jpg,image_denoising,0.8551702499389648,"[('image_denoising', 0.8551702499389648), ('gaussian_blur', 0.1423778533935547), ('jpeg2000_compression', 0.0021408898755908012)]"
00240.jpg,non_eccentricity_pattern_noise,0.932711124420166,"[('non_eccentricity_pattern_noise', 0.932711124420166), ('change of color saturation', 0.024847371503710747), ('mean shift', 0.019647274166345596)]"
00241.jpg,contrast_change,0.7899904847145081,"[('contrast_change', 0.7899904847145081), ('mean shift', 0.15851856768131256), ('chromatic_aberrations', 0.03843196481466293)]"
00242.jpg,change of color saturation,0.9994908571243286,"[('change of color saturation', 0.9994908571243286), ('sparse_sampling_and_reconstruction', 0.00027716648764908314), ('jpeg_transmission_errors', 0.00013830445823259652)]"
00243.jpg,non_eccentricity_pattern_noise,0.503394603729248,"[('non_eccentricity_pattern_noise', 0.503394603729248), ('contrast_change', 0.37403297424316406), ('quantization_noise', 0.08211365342140198)]"
00244.jpg,image_denoising,0.9892861247062683,"[('image_denoising', 0.9892861247062683), ('gaussian_blur', 0.005265289451926947), ('jpeg2000_transmission_errors', 0.0029577200766652822)]"
00245.jpg,contrast_change,0.7462412118911743,"[('contrast_change', 0.7462412118911743), ('gaussian_blur', 0.15226130187511444), ('mean shift', 0.06983880698680878)]"
00247.jpg,gaussian_blur,0.9994416832923889,"[('gaussian_blur', 0.9994416832923889), ('jpeg2000_compression', 0.00036686004023067653), ('image_denoising', 9.533872798783705e-05)]"
00248.jpg,gaussian_blur,0.9994205236434937,"[('gaussian_blur', 0.9994205236434937), ('mean shift', 0.00028174964245408773), ('contrast_change', 0.00013140654482413083)]"
00249.jpg,gaussian_blur,0.546689510345459,"[('gaussian_blur', 0.546689510345459), ('contrast_change', 0.38365164399147034), ('mean shift', 0.034855060279369354)]"
00250.jpg,sparse_sampling_and_reconstruction,0.9877493977546692,"[('sparse_sampling_and_reconstruction', 0.9877493977546692), ('gaussian_blur', 0.006500979419797659), ('jpeg2000_compression', 0.005698900669813156)]"
00252.jpg,sparse_sampling_and_reconstruction,0.44339853525161743,"[('sparse_sampling_and_reconstruction', 0.44339853525161743), ('contrast_change', 0.23824860155582428), ('gaussian_blur', 0.19337046146392822)]"
00253.jpg,gaussian_blur,0.9869716763496399,"[('gaussian_blur', 0.9869716763496399), ('jpeg2000_compression', 0.007960417307913303), ('sparse_sampling_and_reconstruction', 0.00494695408269763)]"
00254.jpg,gaussian_blur,0.9972002506256104,"[('gaussian_blur', 0.9972002506256104), ('chromatic_aberrations', 0.0016055607702583075), ('image_denoising', 0.0011349216802045703)]"
00256.jpg,change of color saturation,0.9998607635498047,"[('change of color saturation', 0.9998607635498047), ('jpeg_transmission_errors', 8.796274050837383e-05), ('jpeg_compression', 2.3568181859445758e-05)]"
00257.jpg,gaussian_blur,0.908791184425354,"[('gaussian_blur', 0.908791184425354), ('image_denoising', 0.06306876987218857), ('mean shift', 0.013370421715080738)]"
00261.jpg,gaussian_blur,0.9993438124656677,"[('gaussian_blur', 0.9993438124656677), ('image_denoising', 0.0004813626583199948), ('chromatic_aberrations', 8.838155190460384e-05)]"
00263.jpg,change of color saturation,0.99952232837677,"[('change of color saturation', 0.99952232837677), ('contrast_change', 0.00039171447861008346), ('jpeg_transmission_errors', 7.834543066564947e-05)]"
00265.jpg,gaussian_blur,0.9991338849067688,"[('gaussian_blur', 0.9991338849067688), ('image_denoising', 0.00047983264084905386), ('sparse_sampling_and_reconstruction', 0.00012614583829417825)]"
00268.jpg,image_denoising,0.5892484188079834,"[('image_denoising', 0.5892484188079834), ('chromatic_aberrations', 0.23305092751979828), ('spatially_correlated_noise', 0.15862131118774414)]"
00269.jpg,jpeg2000_transmission_errors,0.5681288242340088,"[('jpeg2000_transmission_errors', 0.5681288242340088), ('contrast_change', 0.4021819233894348), ('quantization_noise', 0.02306617610156536)]"
00272.jpg,gaussian_blur,0.9836916923522949,"[('gaussian_blur', 0.9836916923522949), ('image_denoising', 0.015737654641270638), ('jpeg2000_compression', 0.0004213968641124666)]"
00278.jpg,gaussian_blur,0.9537469744682312,"[('gaussian_blur', 0.9537469744682312), ('jpeg2000_compression', 0.026673832908272743), ('jpeg2000_transmission_errors', 0.01025761291384697)]"
00280.jpg,gaussian_blur,0.9795483350753784,"[('gaussian_blur', 0.9795483350753784), ('jpeg2000_compression', 0.014945197850465775), ('image_denoising', 0.0048695895820856094)]"
00284.jpg,gaussian_blur,0.9996665716171265,"[('gaussian_blur', 0.9996665716171265), ('image_denoising', 0.00018847675528377295), ('chromatic_aberrations', 5.820241494802758e-05)]"
00287.jpg,mean shift,0.9852030873298645,"[('mean shift', 0.9852030873298645), ('contrast_change', 0.014593268744647503), ('chromatic_aberrations', 8.05062081781216e-05)]"
